source,reference,terms,base_basic,base_strong,lora_no_term,lora_basic,lora_basic_cleaned,terms_dict,qwen3b_basic,qwen3b_strong,qwen3b_no_term
"When you create a new clause, you can choose its type from this list.","Wenn Sie eine neue Klausel anlegen, können Sie deren Art aus dieser Liste auswählen.","{'create': 'anlegen', 'type': 'Art'}","Wenn Sie eine neue Clause erstellen, können Sie ihr Typ aus dieser Liste wählen.","Wenn Sie eine neue Clause erstellen, können Sie ihr Art aus dieser Liste wählen.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Anlegen eines neuen Absatzes ermöglicht es Ihnen, die Art des Absatzes aus dieser Liste zu wählen.","Anlegen eines neuen Absatzes ermöglicht es Ihnen, die Art des Absatzes aus dieser Liste zu wählen.","{'create': 'anlegen', 'type': 'Art'}","Wenn Sie eine neue Klausel anlegen, können Sie deren Art aus dieser Liste auswählen.","Wenn Sie eine neue Klausel erstellen, können Sie deren Art aus dieser Liste auswählen.","Wenn Sie eine neue Klausel erstellen, können Sie deren Typ aus dieser Liste auswählen."
Sensitive personal data,Sensible personenbezogenen Daten,{'personal data': 'personenbezogene Daten'},Persönliche besondere Daten,personenbezogene Datenschutzinformationen,Sachliche personelle Daten,personenbezogene Daten,personenbezogene Daten,{'personal data': 'personenbezogene Daten'},Personenbezogene Daten,Personenbezogene Daten,Sensible personenbezogene Daten
"If you want to change the work center for an order operation that you've already scheduled, you must reset it first.","Wenn Sie den Arbeitsplatz für einen Auftragsvorgang ändern möchten, den Sie bereits terminiert haben, müssen Sie ihn zunächst zurücksetzen.","{'scheduled': 'terminiert', 'reset': 'zurücksetzen'}","Wenn Sie den Arbeitstisch für eine bereits terminierte Bestelloperation ändern möchten, müssen Sie ihn zuerst zurücksetzen.","Wenn Sie den Arbeitsplatz für eine bereits geplante Bestelloperation ändern möchten, müssen Sie ihn zuerst zurücksetzen.","Sie müssen es erst zurücksetzen, bevor Sie die Arbeitsschicht für eine bereits geplante Bestelloperation ändern können.","Gerne! Hier ist die deutsche Übersetzung:

Wenn Sie den Arbeitssitz für eine bereits terminierte Bestellung ändern möchten, müssen Sie ihn zuerst zurücksetzen.","Wenn Sie den Arbeitssitz für eine bereits terminierte Bestellung ändern möchten, müssen Sie ihn zuerst zurücksetzen.","{'scheduled': 'terminiert', 'reset': 'zurücksetzen'}","Wenn Sie die Arbeitsstation für eine geplanten Bestandsaufgabe ändern möchten, müssen Sie zuerst diesen Termin zurücksetzen.","Wenn Sie den Arbeitsplatz für eine geplanten Bestandsaufgabe ändern möchten, müssen Sie ihn zunächst zurücksetzen.","Wenn Sie die Arbeitsstelle für eine bereits geplanten Bestelloperation ändern möchten, müssen Sie sie zunächst zurücksetzen."
"Visualize and create associations between your remote tables, local tables, and views.","Visualisieren und erstellen Sie Assoziationen zwischen Ihren Remote-Tabellen, Ihren lokalen Tabellen und Ihren Views.",{'create': 'erstellen'},"Visualisieren und Erzeugen von Verknüpfungen zwischen deinen entfernten Tabellen, lokalen Tabellen und View-Tabellen.","Visualisieren und Erzeugen von Verknüpfungen zwischen Ihren entfernten Tabellen, lokalen Tabellen und Viewn.","Visualisieren und Verknüpfungen zwischen Ihren entfernten Tabellen, lokalen Tabellen und Views erstellen.","Visualisieren und Erstellen von Verknüpfungen zwischen Ihren entfernten Tabellen, lokalen Tabellen und Views.","Visualisieren und Erstellen von Verknüpfungen zwischen Ihren entfernten Tabellen, lokalen Tabellen und Views.",{'create': 'erstellen'},"Visualisieren und erstellen Sie Zusammenhänge zwischen Ihren entfernten Tabellen, lokalen Tabellen und Sichten.","Visualisieren und erstellen Sie Zusammenhänge zwischen Ihren entfernten Tabellen, lokalen Tabellen und Sichten.","Visualisiere und erstelle Verbindungen zwischen deinen entfernten Tabellen, lokalen Tabellen und Sichten."
You can click on each status; you will then be navigated to the respective messages.,Sie können auf jeden Status klicken. Sie gelangen dann zu den entsprechenden Nachrichten.,{'message': 'Nachricht'},Du kannst auf jede Statusmeldung klicken; dann werden du zu den entsprechenden Nachrichten weitergeleitet.,Du kannst auf jede Statusmeldung klicken; dann werden du zu den entsprechenden Nachrichten weitergeleitet.,Sie können auf jede Status-Information klicken; Sie werden dann zu den entsprechenden Nachrichten weitergeleitet.,Sie können auf jede Status-Information klicken; Sie werden dann zu den entsprechenden Nachrichten weitergeleitet.,Sie können auf jede Status-Information klicken; Sie werden dann zu den entsprechenden Nachrichten weitergeleitet.,{'message': 'Nachricht'},Sie können auf jede Statuskategorie klicken; danach werden Sie zur entsprechenden Nachricht navigiert.,Sie können auf jede Statuskategorie klicken; dann werden Sie zur entsprechenden Nachricht navigiert.,Sie können auf jede Statuskategorie klicken; danach werden Sie zur entsprechenden Nachrichtenansicht navigiert.
"First, you need to select the Space you would like to work in.","Wählen Sie zunächst den Space aus, in dem Sie arbeiten möchten.",{'space': 'Space'},"Erstelle Sie bitte den Raum, in dem Sie arbeiten möchten.",Erstelle Sie bitte den gewünschten Raum für Ihre Arbeit auswählen müssen.,Gerne! Bitte geben Sie den deutschen Übersetzungsnachweis an.,"Gerne gesucht:  
Bitte wählen Sie das Space aus, in dem Sie arbeiten möchten.","Gerne gesucht:  
Bitte wählen Sie das Space aus, in dem Sie arbeiten möchten.",{'space': 'Space'},"Erstens müssen Sie die Space auswählen, in der Sie arbeiten möchten.","Erstens müssen Sie die Space auswählen, in der Sie arbeiten möchten.","Erstens müssen Sie die Raum, in dem Sie arbeiten möchten, auswählen."
To prevent your space from being locked:,So vermeiden Sie eine Sperrung Ihres Space:,{'space': 'Space'},"Terminologie:
Space -> Raum

Deutsch: Um deinen Raum nicht zu verwalten:",To prevent your Space from being locked:,To prevent your space from being locked:,To prevent your space from being locked:,To prevent your space from being locked:,{'space': 'Space'},Um Ihren Space nicht zu sperren:,"Um Ihren Space zu verhindern, sich zu sperren:",Um Ihren Raum vom Schließen zu bewahren:
Version and Revision,Version und überarbeitete Version,{'revision': 'überarbeitete Version'},Überarbeitete Version und Revision,Überarbeitete Version und Revision,Version und Revision,Version und Überarbeitete Version,Version und Überarbeitete Version,{'revision': 'überarbeitete Version'},Version und Überarbeitete Version,Version und Überarbeitete Version,Version und Revision
For more information on connecting to sources and assigning a connection to your space see the Connections help tab.,Weitere Informationen über die Verbindung mit Quellen und die Zuordnung einer Verbindung zu Ihrem Space finden Sie auf der Registerkarte zur Hilfe für Verbindungen.,{'space': 'Space'},Für mehr Informationen zu der Verbindung mit Quellen und dem Zuweisen einer Verbindung Ihrem Raum siehe die Hilfeleiste zur Verbindungen.,"For mehr Informationen zum Verbinden von Quellen und die Zuweisung einer Verbindung zu Ihrem Raum siehe den Hilfetab ""Verbindungen"".","Gerne! Hier ist die deutsche Übersetzung:

Weitere Informationen zu Verbindungen und der Zuweisung einer Verbindung an Ihre Ressource finden Sie im Hilfe-Tab ""Verbindungen"".","Weitere Informationen zu Verbindungen und der Zuweisung einer Verbindung Ihrer Space finden Sie im Hilfebereich ""Verbindungen"".","Weitere Informationen zu Verbindungen und der Zuweisung einer Verbindung Ihrer Space finden Sie im Hilfebereich ""Verbindungen"".",{'space': 'Space'},Für mehr Informationen zum Verbinden mit Quellen und der Zuweisung einer Verbindung zu Ihrer Space sehen Sie sich die Hilfeseinstellungen für Verbindungen an.,Für mehr Informationen zur Verbindung zu Quellen und Zuweisung einer Verbindung zu Ihrer Space sehen Sie sich die Hilfeseinstellungen für Verbindungen an.,Für mehr Informationen zum Verbinden mit Quellen und der Zuweisung einer Verbindung zu Ihrem Raum sehen Sie sich die Hilfeseinstellungen für Verbindungen an.
The component determines which apps are required for your compliance activities.,"Die Komponente bestimmt, welche Apps für Ihre Compliance-Aktivitäten erforderlich sind.",{'compliance': 'Compliance'},"Der Komponente bestimmt die Apps, die für Ihre Compliance-Aktivitäten erforderlich sind.","Der Komponente bestimmt die Apps, die für Ihre Compliance-Aktivitäten erforderlich sind.","Gerne! Hier ist die deutsche Übersetzung:

Deine Compliance-Aktivitäten benötigen bestimmte Apps. Die Komponente definiert, welche Apps für deine Compliance-Aktivitäten erforderlich sind.",Die Komponente definiert die erforderlichen Apps für Ihre Compliance-Aktivitäten.,Die Komponente definiert die erforderlichen Apps für Ihre Compliance-Aktivitäten.,{'compliance': 'Compliance'},Das Komponentenmodul bestimmt welche Apps für Ihre Complianceaktivitäten erforderlich sind.,"Der Komponente wird festgelegt, welche Apps für Ihre Complianceaktivitäten erforderlich sind.",Die Komponente bestimmt welche Apps für Ihre Compliance-Aktivitäten erforderlich sind.
Start and end dates of the obligation,Beginn- und Enddatum der Verpflichtung,{'end date': 'Enddatum'},Beginn und Ende des Verpflichtungen,Beginn und Ende der Verpflichtung,Start- und Enddatum der Verpflichtung,Enddatum der Verpflichtung,Enddatum der Verpflichtung,{'end date': 'Enddatum'},Start- und Enddatum der Verpflichtung,Beginn und Enddatum der Verpflichtung,Beginn und Enddatum der Verpflichtung
Set fuzzy match scores to decide when to place input records in the Matched and Review results categories.,"Legen Sie Scores für den unscharfen Abgleich fest, um zu entscheiden, wann Eingabedatensätze in die Ergebniskategorien Mit Übereinstimmung und Zur Prüfung eingeordnet werden sollen.",{'review': 'Prüfung'},"Ermittlung von flüchtigen Übereinstimmungen wird verwendet, um die Eingaberecords in die Ergebnisse der ""Matched"" und ""Prüfung"" Kategorien zu platzieren.","Prüfung der Fuzzy-Match-Scoren um zu bestimmen, wann die Eingaberecords im Ergebnisbereich ""Matched"" und ""Review"" platziert werden sollen.","Setz Fuzzy-Match-Score-Listen um zu entscheiden, wann die Eingaberecords im Ergebnisbereich ""Matched"" und ""Review"" platziert werden.","Prüfungsscoren für den Prüfungsstatus festzulegen, um Input-Records in die Ergebnisse der Prüfung und der Prüfung zu platzieren.","Prüfungsscoren für den Prüfungsstatus festzulegen, um Input-Records in die Ergebnisse der Prüfung und der Prüfung zu platzieren.",{'review': 'Prüfung'},"Stellen Sie die unscharfe Matchscoren ein, um zu bestimmen, wann Eingabefelder in den Kategorien 'Gesammt' und 'Prüfung' platziert werden.","Setz fügsame Matchscore an, um zu bestimmen, wann Eingabefelder in den Kategorien Matched und Prüfung platziert werden.","Fuzzige Matchscore setzen, um zu entscheiden, wann Eingabefelder in den Kategorien Matched und Review platziert werden."
You can even set the corresponding value for these file types while using the Assembly Automation Levels during the creation of virtual documents.,"Sie können sogar den entsprechenden Wert für diese Dateitypen angeben, wenn Sie die Automatisierungsgrade der Zusammenstellung beim Anlegen virtueller Dokumente festlegen.",{'assembly': 'Zusammenstellung'},Sie können sogar den zugehörigen Wert für diese Dateitypen während der Erstellung virtueller Dokumente beim Einsatz der Assembly Automatisierungsebenen einstellen.,Du kannst sogar den zugehörigen Wert für diese Dateitypen während der Erstellung virtueller Dokumente mit dem Assembly Automatisierungstypen einstellen.,Sie können sogar den entsprechenden Wert für diese Dateitypen während der Erstellung virtueller Dokumente beim Verwenden von Assemblenautomatisierungsebenen festlegen.,Sie können sogar den entsprechenden Wert für diese Dateitypen während der Erstellung virtueller Dokumente mit dem Assembly Automation Levels einstellen.,Sie können sogar den entsprechenden Wert für diese Dateitypen während der Erstellung virtueller Dokumente mit dem Assembly Automation Levels einstellen.,{'assembly': 'Zusammenstellung'},Du kannst sogar die entsprechende Werte für diese Dateitypen während der Erstellung von virtuellen Dokumenten bei der Verwendung der Zusammenstellungsautomatisierungsebenen festlegen.,Du kannst sogar die entsprechende Wert für diese Dateitypen während der Erstellung von virtuellen Dokumenten bei der Verwendung der Zusammenstellungsautomatisierungsebenen festlegen.,Sie können sogar die entsprechende Wert für diese Dateitypen während der Erstellung von virtuellen Dokumenten bei der Verwendung der Assembly Automatisierungsebenen festlegen.
"An Auxiliary Attribute is an attribute which can be used further within the business entity, but is not exposed to consumption models.","Ein Hilfsattribut ist ein Attribut, das in der Geschäftsentität weiter verwendet werden kann, aber nicht für andere Verbrauchsmodelle exponiert ist.",{'consumption model': 'Verbrauchsmodell'},"Ein Hilfsattribut ist eine Eigenschaft, die in der Geschäfts- oder Organisationseinheit weiter verwendet werden kann, aber nicht im Verbrauchsmodell zur Verfügung gestellt wird.","Ein Hilfsattribut ist eine Eigenschaft, die weiter im Geschäftsobjekt verwendet werden kann, aber nicht dem Verbrauchsmodell zugänglich ist.","Geräteattribute sind Eigenschaften, die in der Geschäfts- oder Produktmodellierung weiter verwendet werden können, aber nicht für Verwendung im Konsummodell verfügbar gemacht werden.","Geräteattribute sind Eigenschaften, die in der Geschäfts-Entität verwendet werden können, aber nicht im Verbrauchsmodell verfügbar sind.","Geräteattribute sind Eigenschaften, die in der Geschäfts-Entität verwendet werden können, aber nicht im Verbrauchsmodell verfügbar sind.",{'consumption model': 'Verbrauchsmodell'},"Ein Hilfsattribut ist ein Attribut, das innerhalb der Geschäftsentität weiter verwendet werden kann, aber nicht in Verbrauchsmodelle integriert wird.","Eine Hilfsattribute ist ein Attribut, das weiter innerhalb der Geschäftsentität verwendet werden kann, aber nicht in Verbrauchsmodellen zugänglich ist.","Eine Hilfsattribute ist ein Attribut, das weiter innerhalb der Geschäftsinstanz verwendet werden kann, aber nicht in Verbrauchsmustern bereitgestellt wird."
"Before saving your changes to any connection properties other than business name or description, re-enter your credentials.","Bevor Sie die Änderungen an Verbindungseigenschaften außer dem betriebswirtschaftlichen Namen und der Beschreibung speichern, geben Sie Ihre Anmeldeinformationen erneut ein.",{'business name': 'betriebswirtschaftlicher Name'},Vor dem Speichern Ihrer Änderungen an allen anderen Verbindungseigenschaften als Betriebswirtschaftlichener Name oder Beschreibung wird die Eingabe der Kennzahlen wiederholt.,Vor dem Speichern Ihrer Änderungen an Verbindungseigenschaften außer Betriebswirtschaftlicher Name oder Beschreibung wird die Eingabe der Kennwort- und Benutzerdaten erneut durchgeführt.,"Von den Verbindungseigenschaften auszugeben, die nicht das Geschäftsnamen oder Beschreibung sind, überprüfen Sie Ihre Anmeldeinformationen erneut.",Vor dem Speichern Ihrer Änderungen an anderen Verbindungseigenschaften als Betriebsname oder Beschreibung müssen Sie Ihre Anmeldeinformationen erneut eingeben.,Vor dem Speichern Ihrer Änderungen an anderen Verbindungseigenschaften als Betriebsname oder Beschreibung müssen Sie Ihre Anmeldeinformationen erneut eingeben.,{'business name': 'betriebswirtschaftlicher Name'},"Bevor Sie Ihre Änderungen an den Eigenschaften von jeglichen Verbindungen außer dem betriebswirtschaftlichen Namen oder Beschreibung speichern, müssen Sie Ihre Anmeldeinformationen erneut eingeben.","Bevor Sie Ihre Änderungen an den Eigenschaften von jeglichen Verbindungen außer dem betriebswirtschaftlichen Namen oder Beschreibung speichern, müssen Sie Ihre Anmeldeinformationen erneut eingeben.","Bevor Sie die Änderungen an den Eigenschaften von beliebigen Verbindungen außer dem Geschäftsnamen oder Beschreibung speichern, müssen Sie Ihre Zugangsdaten erneut eingeben."
