source,reference,terms,base_basic,base_strong,lora_no_term,lora_basic,lora_basic_cleaned,terms_dict,qwen3b_basic,qwen3b_strong,qwen3b_no_term,qwen3b_selected_source,qwen3b_selected,qwen3b_selected_term_coverage,random_terms_dict,qwen3b_random,selected_missing_terms,num_missing_selected,qwen3b_selected_repaired,repaired_missing_terms,num_missing_repaired,qwen3b_definition_prompt,lora_cleaned_missing_terms,num_missing_lora_cleaned,lora_basic_cleaned_repaired,lora_repaired_missing_terms,num_missing_lora_repaired
Create a space.,Erstellen Sie einen Space.,{'space': 'Space'},Raum erstellen,Space,Erstellen Sie ein Arbeitsplatz.,"Gerne! Bitte geben Sie den englischen Begriff an, damit ich ihn in deutscher Übersetzung bereitstellen kann.","Gerne! Bitte geben Sie den englischen Begriff an, damit ich ihn in deutscher Übersetzung bereitstellen kann.",{'space': 'Space'},Erstelle einen Space.,Erstelle einen Space.,Erstelle einen Raum.,qwen3b_strong,Erstelle einen Space.,1.0,{'space': 'Callback'},Erstelle einen Callback.,{},0,Erstelle einen Space.,{},0,Erstelle Space.,{'space': 'Space'},1,"Space bitte! Bitte geben Sie den englischen Begriff an, damit ich ihn in deutscher Übersetzung bereitstellen kann.",{},0
Enable compound trigger:,Enable compound trigger:,{'trigger': 'Trigger'},Aktiviere Komposit-Triggereinstellung:,Trigger aktivieren:,"Gerne! Bitte geben Sie den englischen Text an, und ich werde ihn für Sie in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.",{'trigger': 'Trigger'},Aktivieren Sie Komplextrigger:,Aktivieren Sie Komplextrigger:,Komplexe Auslöser aktivieren,qwen3b_strong,Aktivieren Sie Komplextrigger:,1.0,{'trigger': 'Auslöser'},Aktivieren Sie Komplexauslöser:,{},0,Aktivieren Sie Komplextrigger:,{},0,Aktivieren Sie Komplextrigger:,{'trigger': 'Trigger'},1,"Gerne! Bitte geben Sie den Trigger ein, und ich werde ihn in deutscher Sprache übersetzen.",{},0
This is the principal type of artifact used by analytical clients.,"Dies ist der Principal-Typ des Artefakts, welches von analytischen Clients verwendet wird.",{'client': 'Client'},"Dies ist die hauptsächliche Art von Artefakt, das Analytische Clients verwenden.","Dies ist die hauptsächliche Art von Artefakt, das Analytische Clients verwenden.",Deine Anwendung verwendet die Hauptartefakttypen für Analytiker.,"Dies ist die Hauptartefakttyp, mit dem Analytische Clients verwendet werden.","Dies ist die Hauptartefakttyp, mit dem Analytische Clients verwendet werden.",{'client': 'Client'},"Dies ist der Haupttyp des Artefakts, der von analytischen Clients verwendet wird.","Dies ist der Haupttyp des Artefakts, der von analytischen Clients verwendet wird.","Dies ist der hauptsächliche Typ der Artefakte, die von analytischen Kunden verwendet werden.",qwen3b_strong,"Dies ist der Haupttyp des Artefakts, der von analytischen Clients verwendet wird.",1.0,{'client': 'Compliance'},"Dies ist der Haupttyp des Artefakts, der von Analytik-Compliance-Kunden verwendet wird.",{},0,"Dies ist der Haupttyp des Artefakts, der von analytischen Clients verwendet wird.",{},0,Dies ist der Haupttyp des verwendeten Artefakts von Analytik-Clientes.,{},0,"Dies ist die Hauptartefakttyp, mit dem Analytische Clients verwendet werden.",{},0
"To solve this problem, queries from certain spaces can be favored, meaning they will be processed faster than queries from other spaces.","Um dieses Problem zu lösen, können Abfragen aus bestimmten Spaces vorrangig verarbeitet werden, d.h., sie werden schneller verarbeitet als Abfragen aus anderen Spaces.",{'space': 'Space'},"Um dieses Problem zu lösen, können Queries aus bestimmten Räumen bevorzugt werden, was bedeutet, dass sie schneller verarbeitet werden als Queries aus anderen Räumen.","Um dieses Problem zu lösen, können bestimmte Raumtermine bevorzugt werden, was bedeutet, dass sie schneller verarbeitet werden als Queries aus anderen Räumen.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn für Sie in deutscher Sprache übersetzen.","To solve this problem, queries from certain Spaces can be prioritized, meaning they will be processed faster than queries from other Spaces.","To solve this problem, queries from certain Spaces can be prioritized, meaning they will be processed faster than queries from other Spaces.",{'space': 'Space'},"Um dieses Problem zu lösen, können Queries aus bestimmten Spaces bevorzugt werden, so dass sie schneller verarbeitet werden als Queries aus anderen Spaces.","Um dieses Problem zu lösen, können Queries aus bestimmten Spaces bevorzugt werden, was bedeutet, dass sie schneller verarbeitet werden als Queries aus anderen Spaces.","Um dieses Problem zu lösen, können Queries aus bestimmten Räumen bevorzugt werden, so dass sie schneller verarbeitet werden als Queries aus anderen Räumen.",qwen3b_strong,"Um dieses Problem zu lösen, können Queries aus bestimmten Spaces bevorzugt werden, was bedeutet, dass sie schneller verarbeitet werden als Queries aus anderen Spaces.",1.0,{'space': 'Abfrage'},"Um dieses Problem zu lösen, können Abfragen aus bestimmten Abfragespaßen bevorzugt werden, so dass sie schneller bearbeitet werden als Abfragen aus anderen Abfragespaßen.",{},0,"Um dieses Problem zu lösen, können Queries aus bestimmten Spaces bevorzugt werden, was bedeutet, dass sie schneller verarbeitet werden als Queries aus anderen Spaces.",{},0,"Um dieses Problem zu lösen, können Queries aus bestimmten Spaces bevorzugt werden, bedeutend dass sie schneller verarbeitet werden als Queries aus anderen Spaces.",{},0,"To solve this problem, queries from certain Spaces can be prioritized, meaning they will be processed faster than queries from other Spaces.",{},0
"In the side navigation area, click  to open the My Data Provider Profile app.","Klicken Sie im seitlichen Navigationsbereich auf , um die App Mein Datenprovider-Profil zu öffnen.",{'data provider': 'Datenprovider'},"In der Seitenleiste klicken Sie auf , um die App ""Mein Datenprovider-Konto"" zu öffnen.","In der Seitenleiste klicken Sie auf , um die App ""Mein Datenprovider-Konto"" zu öffnen.","In der Seitenleiste klicken Sie auf , um die App ""Meine Datenverleiherprofil"" zu öffnen.","In der Seitenleiste klicken Sie auf , um die App ""Meine Datenproviderprofil"" zu öffnen.","In der Seitenleiste klicken Sie auf , um die App ""Meine Datenproviderprofil"" zu öffnen.",{'data provider': 'Datenprovider'},"Im Seitennavigationbereich klicken Sie, um das My Data Provider Profile-App öffnen zu lassen. 

Using the provided terminology:
Im Seitennavigationbereich klicken Sie, um das My Data Provider Profile-App des Datenproviders zu öffnen.","In der Seitenleiste klicken Sie, um das My Data Provider Profile-App öffnen.","Im Seitennavigationbereich klicken Sie, um das App ""Mein Datenanbieter-Profil"" zu öffnen.",qwen3b_basic,"Im Seitennavigationbereich klicken Sie, um das My Data Provider Profile-App öffnen zu lassen. 

Using the provided terminology:
Im Seitennavigationbereich klicken Sie, um das My Data Provider Profile-App des Datenproviders zu öffnen.",1.0,{'data provider': 'erstellen'},"Im Seitennavigationbereich klicken Sie, um das My Data erstellen Profil-App zu öffnen.",{},0,"Im Seitennavigationbereich klicken Sie, um das My Data Provider Profile-App öffnen zu lassen. 

Using the provided terminology:
Im Seitennavigationbereich klicken Sie, um das My Data Provider Profile-App des Datenproviders zu öffnen.",{},0,"In der Seitennavigation klicken Sie, um das My Datenprovider Profil App zu öffnen.",{},0,"In der Seitenleiste klicken Sie auf , um die App ""Meine Datenproviderprofil"" zu öffnen.",{},0
"For connections that use the Data Provisioning agent to connect to the source, you can pause real-time replication while updating or maintaining the source or while upgrading the Data Provisioning agent.","Für Verbindungen, die den Datenbereitstellungs-Agent für die Verbindung zu der Quelle verwenden, können Sie die Echtzeitreplikation pausieren, während Sie die Quelle aktualisieren oder warten oder ein Upgrade für den Datenbereitstellungs-Agent durchführen.",{'pause': 'pausieren'},"Für Verbindungen, die mit dem Datenverwaltungsspezifischen Agent verbunden sind und auf den Quellserver zugreifen, kannst du während der Aktualisierung oder der Überprüfung des Quellservers sowie während der Upgrades des Datenverwaltungsspezifischen Agents Pause für das Realzeit-Replication einlegen.","Für Verbindungen, die mit dem Datenverwaltungsspezifischen Agent verbunden sind und auf den Quell- oder Zielserver zugreifen, kannst du während der Aktualisierung oder der Überprüfung des Quellservers sowie während der Upgrades des Datenverwaltungsspezifischen Agents Pause für das Realzeitkopiervorgang einlegen.","Für Verbindungen, die mit dem Datenverwaltungsspezifischen Agent verbunden sind, können Sie während der Aktualisierung oder der Überprüfung des Quelldatensatzes oder während der Upgrades des Datenverwaltungsspezifischen Agents Pause für den Realzeit-Replication eingeben.",Geräte mit dem Datenverwaltungsspezifischen Agent können während der Aktualisierung oder der Verwaltung des Quelldatensatzes oder während einer Upgradeprobe des Datenverwaltungsspezifischen Agents pausiert werden.,Geräte mit dem Datenverwaltungsspezifischen Agent können während der Aktualisierung oder der Verwaltung des Quelldatensatzes oder während einer Upgradeprobe des Datenverwaltungsspezifischen Agents pausiert werden.,{'pause': 'pausieren'},"Für Verbindungen, die mit dem Datenlieferungsaustausch-Agent verbunden sind, können Sie das in Echtzeit wiederherstellbare Datenaustauschen während der Aktualisierung oder Pflege des Quellsystems oder während der Upgrade des Datenlieferungsaustausch-Agenten pausieren.",Pausen Sie die in realzeit ausgeführte Replication während der Aktualisierung oder Pflege des Quellsystems oder während der Upgrade des Data Provisioning Agents.,"Für Verbindungen, die mit dem Datenlieferungsaustausch-Agent verbunden sind, können Sie die in Echtzeit gesicherte Kopie während der Aktualisierung oder Pflege des Quellsystems oder während der Upgrade des Datenlieferungsaustausch-Agenten pausieren.",qwen3b_basic,"Für Verbindungen, die mit dem Datenlieferungsaustausch-Agent verbunden sind, können Sie das in Echtzeit wiederherstellbare Datenaustauschen während der Aktualisierung oder Pflege des Quellsystems oder während der Upgrade des Datenlieferungsaustausch-Agenten pausieren.",1.0,{'pause': 'Bedingung'},"Für Verbindungen, die mit dem Datenlieferungs-Agent verbunden sind, um den Quellen herzustellen, können Sie eine Bedingung für die realzeitige Replication einrichten, während der Quelle aktualisiert oder pflegeleicht gemacht wird, oder während der Datenlieferungs-Agent aktualisiert wird.",{},0,"Für Verbindungen, die mit dem Datenlieferungsaustausch-Agent verbunden sind, können Sie das in Echtzeit wiederherstellbare Datenaustauschen während der Aktualisierung oder Pflege des Quellsystems oder während der Upgrade des Datenlieferungsaustausch-Agenten pausieren.",{},0,"Für Verbindungen, die mit dem Datenlieferungsaustauscher verbunden sind, um den Quellen herzustellen, können Sie das in Echtzeit wiederherstellende Kopieren pausieren, während der Quelle aktualisiert oder unterhalten wird oder während der Datenlieferungsaustauscher aktualisiert wird.",{'pause': 'pausieren'},1,Geräte mit dem Datenverwaltungsspezifischen Agent können während der Aktualisierung oder der Verwaltung des Quelldatensatzes oder während einer Upgradeprobe des Datenverwaltungsspezifischen Agents pausiert werden.,{'pause': 'pausieren'},1
The default values are:,Die Standardwerte sind:,{'default value': 'Standardwert'},Der Standardwert ist:,Standardwerte sind:,Default Werte:,Standardwerte:,Standardwerte:,{'default value': 'Standardwert'},Die Standardwerte sind:,Die Standardwerte sind:,Die Standardwerte sind:,qwen3b_strong,Die Standardwerte sind:,1.0,{'default value': 'Auslöser'},Die Standardwerte sind:,{},0,Die Standardwerte sind:,{},0,Die Standardwerte sind:,{},0,Standardwerte:,{},0
Installment Plan category is 01,Ratenplantyp ist 01,{'installment plan category': 'Ratenplantyp'},Ratenplan-Kategorie ist 01,Ratenplanart ist 01,Kategorie Installments ist 01,Ratenplanart ist 01,Ratenplanart ist 01,{'installment plan category': 'Ratenplantyp'},Ratenplantyp ist 01,Ratenplantyp ist 01,Kategorie Installmentsatzung ist 01,qwen3b_strong,Ratenplantyp ist 01,1.0,{'installment plan category': 'Scenario'},Scenariobereich ist 01,{},0,Ratenplantyp ist 01,{},0,Ratenplantyp ist 01,{'installment plan category': 'Ratenplantyp'},1,Ratenplantyp ist 01,{},0
Select Create Step.,Wählen Sie Schritt erstellen.,{'create': 'erstellen'},Erstelle Schritt.,Erstelle Schritt.,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.",{'create': 'erstellen'},Erstellen Schritt.,Erstellen Schritt.,Wählen Sie Schritt Erstellen.,qwen3b_strong,Erstellen Schritt.,1.0,{'create': 'Zuordnung'},Zuordnung Schritt erstellen.,{},0,Erstellen Schritt.,{},0,Erstellen Schritt.,{'create': 'erstellen'},1,Erstellen Sie Schritt erstellen.,{},0
There are two items.,Es sind zwei Elemente vorhanden.,{'item': 'Element'},Zwei Elemente.,Elemente gibt es zwei.,Sicherheitsanforderungen und Sicherheitstechnologien.,There are two elements.,There are two elements.,{'item': 'Element'},Es gibt zwei Elemente.,Es gibt zwei Elemente.,Es gibt zwei Artikel.,qwen3b_strong,Es gibt zwei Elemente.,1.0,{'item': 'Terminplan'},Es gibt zwei Terminpläne.,{},0,Es gibt zwei Elemente.,{},0,Es gibt zwei Elemente.,{},0,There are two elements.,{},0
Choose (Create) on the toolbar.,Wählen Sie dazu in der Symbolleiste die Option (Erstellen).,{'create': 'erstellen'},Erstelle auf der Werkzeugleiste.,Erstelle auf der Werkzeugleiste.,Von der Werkzeugspeicherung wählen (Erstellen).,"Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.","Gerne! Bitte geben Sie den englischen Text ein, und ich werde ihn in deutscher Sprache übersetzen.",{'create': 'erstellen'},Erstellen (erstellen) auf der Werkzeugleiste wählen.,Erstellen (Erstellen) auf der Werkzeugleiste.,Wählen Sie (Erstellen) auf der Werkzeugleiste.,qwen3b_strong,Erstellen (Erstellen) auf der Werkzeugleiste.,1.0,{'create': 'Art'},Wählen Sie (Art) auf der Werkzeugleiste.,{},0,Erstellen (Erstellen) auf der Werkzeugleiste.,{},0,Erstellen (erstellen) auf der Werkzeugleiste wählen.,{'create': 'erstellen'},1,Erstellen Sie auf der Werkzeugleiste.,{},0
Create New Cart,Neuen Einkaufswagen erstellen,{'create': 'erstellen'},Erstelle Neues Korb,Erstelle Neues Korb,Kartenaufbau erstellen,"Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:","Gerne! Hier ist die deutsche Übersetzung:

Gerne! Hier ist die deutsche Übersetzung:",{'create': 'erstellen'},"Erstellen neues Konto

Since ""Cart"" in this context is more commonly translated as ""Korb"" rather than ""Konto,"" I will provide the translation using the term ""Korb"" which is more appropriate for an online shopping context:

German translation:
Erstellen neuen Korb",Erstellen neues Konto,Neuen Korb erstellen,qwen3b_strong,Erstellen neues Konto,1.0,{'create': 'Service'},Service neues Konto erstellen,{},0,Erstellen neues Konto,{},0,Erstellen neues Konto,{'create': 'erstellen'},1,Erstellen Sie einen neuen Warenkorb,{},0
"To use new functionality of an adapter or update the adapter in case of issues that have been fixed in a new agent version, you can now refresh the adapter from the Administration in .","Sie können zur Nutzung der neuen Funktionen eines Adapters oder zum Aktualisieren des Adapters bei Problemen, die in einer neuen Agentenversion behoben wurden, den Adapter nun über die Administration in  aktualisieren.",{'use': 'Nutzung'},"Nun können Sie den Adapter aktualisieren oder neue Funktionalität nutzen, wenn Probleme, die in einer neuen Agent-Version behoben wurden, behandelt werden, indem Sie den Adapter im Administration-Modul aus der Nützung aktualisieren.","Nehmen Sie es nur die deutsche Übersetzung zurück. Lassen Sie keine Erklärung hinterlassen.
Wenn ein Quellwort im englischen Satz vorkommt, verwenden Sie den exakten deutschen Zielwort aus dem Terminierungsliste.

Terminologie:
use -> Nutzung

Englisch: Wenn neue Funktionalität eines Adapter oder bei Problemen, die in einer neuen Agent-Version behoben wurden, aktualisiert werden müssen, können Sie nun das Adapter von der Administration neu laden.","Sie können nun den Adapter aus der Administration aktualisieren oder neu installieren, wenn Sie neue Funktionen eines Adapters verwenden möchten oder wenn Sie Probleme mit einem neuen Agentversion haben.","Gerne! Hier ist die deutsche Übersetzung:

Nützliche Funktionen einer Adapter oder das Aktualisieren der Adapter bei Problemen, die durch eine neue Agent-Version behoben wurden, können Sie nun aus dem Administration-Panel neu laden.","Nützliche Funktionen einer Adapter oder das Aktualisieren der Adapter bei Problemen, die durch eine neue Agent-Version behoben wurden, können Sie nun aus dem Administration-Panel neu laden.",{'use': 'Nutzung'},"Nutzung der neuen Funktionen eines Anpasstellers oder die Aktualisierung des Anpasstellers im Falle von Problemen, die in einer neuen Version des Agents behoben wurden, können Sie nun vom Administration Bereich des Systems den Anpassteller aktualisieren.","Nutzung der neuen Funktionen eines Anpasstellers oder die Aktualisierung des Anpasstellers im Falle von Problemen, die in einer neuen Agent-Version behoben wurden, können Sie jetzt im Administration Bereich des von .","Um neue Funktionen eines Anpasstellers zu verwenden oder den Anpassteller zu aktualisieren falls bei einer neuen Agent-Version Fehler behoben wurden, können Sie jetzt den Anpassteller im Administration Bereich von .",qwen3b_strong,"Nutzung der neuen Funktionen eines Anpasstellers oder die Aktualisierung des Anpasstellers im Falle von Problemen, die in einer neuen Agent-Version behoben wurden, können Sie jetzt im Administration Bereich des von .",1.0,{'use': 'Quelle'},"Um die neue Funktion eines Anpasstools oder den Anpasstool zu aktualisieren falls Probleme behoben wurden durch eine neue Version des Agents, kannst du jetzt im Administration Bereich das Anpasstool aktualisieren.",{},0,"Nutzung der neuen Funktionen eines Anpasstellers oder die Aktualisierung des Anpasstellers im Falle von Problemen, die in einer neuen Agent-Version behoben wurden, können Sie jetzt im Administration Bereich des von .",{},0,"Um die Nutzung neuer Funktionen eines Anpasstellers oder eine Aktualisierung des Anpasstellers in Fällen, in denen Probleme durch eine neue Agent-Version behoben wurden, können Sie jetzt den Anpassteller im Administrationbereich aktualisieren.",{'use': 'Nutzung'},1,"Die Nutzung von neuen Funktionen eines Adapters oder die Aktualisierung des Adapters bei Problemen, die durch eine neue Agent-Version behoben wurden, können Sie nun aus dem Administration-Panel neu laden.",{},0
